"business_id","date","description"
3822,"20150421","Unclean or degraded floors walls or ceilings  [ date violation corrected: 4/28/2015 ]"
3822,"20150421","Inadequate warewashing facilities or equipment  [ date violation corrected: 4/28/2015 ]"
3822,"20150421","Unclean nonfood contact surfaces  [ date violation corrected: 4/28/2015 ]"
3822,"20131223","Improper thawing methods   [ date violation corrected: 1/9/2014 ]"
3822,"20131223","Unclean or unsanitary food contact surfaces  [ date violation corrected: 1/9/2014 ]"
3822,"20131223","Unclean nonfood contact surfaces  [ date violation corrected: 1/9/2014 ]"
3822,"20131223","Food safety certificate or food handler card not available  [ date violation corrected: 1/9/2014 ]"
3822,"20131223","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 1/9/2014 ]"
3822,"20131223","Inadequate dressing rooms or improper storage of personal items  [ date violation corrected: 1/9/2014 ]"
3822,"20131223","Other low risk violation  [ date violation corrected: 1/9/2014 ]"
3822,"20131223","Unclean hands or improper use of gloves  [ date violation corrected: 1/9/2014 ]"
3825,"20151007","High risk food holding temperature "
3825,"20151007","No hot water or running water"
3825,"20151007","Wiping cloths not clean or properly stored or inadequate sanitizer"
3825,"20151007","Improper thawing methods "
3825,"20140515","Moderate risk vermin infestation  [ date violation corrected: 10/7/2015 ]"
3825,"20140515","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 10/7/2015 ]"
3825,"20140515","Improper cooling methods  [ date violation corrected: 10/7/2015 ]"
3825,"20140515","Moderate risk food holding temperature   [ date violation corrected: 10/7/2015 ]"
3825,"20140515","Contaminated or adulterated food  [ date violation corrected: 10/7/2015 ]"
3825,"20131015","Foods not protected from contamination  [ date violation corrected: 5/15/2014 ]"
3825,"20131002","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 10/29/2013 ]"
3825,"20131002","Permit license or inspection report not posted  [ date violation corrected: 5/15/2014 ]"
3825,"20131002","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 5/15/2014 ]"
3825,"20131002","Unclean hands or improper use of gloves  [ date violation corrected: 5/15/2014 ]"
3825,"20131002","Improper storage use or identification of toxic substances  [ date violation corrected: 10/29/2013 ]"
3825,"20131002","Moderate risk vermin infestation  [ date violation corrected: 10/29/2013 ]"
3825,"20131002","Food in poor condition  [ date violation corrected: 10/15/2013 ]"
3825,"20131002","High risk food holding temperature   [ date violation corrected: 5/15/2014 ]"
3825,"20131002","Unclean nonfood contact surfaces  [ date violation corrected: 10/29/2013 ]"
3825,"20131002","Improper cooling methods  [ date violation corrected: 5/15/2014 ]"
3827,"20130626","High risk food holding temperature   [ date violation corrected: 7/23/2013 ]"
3827,"20130626","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 7/23/2013 ]"
3827,"20130626","Unclean or degraded floors walls or ceilings  [ date violation corrected: 7/23/2013 ]"
3827,"20130626","Permit license or inspection report not posted  [ date violation corrected: 7/23/2013 ]"
3827,"20130626","No thermometers or uncalibrated thermometers   [ date violation corrected: 7/23/2013 ]"
3827,"20130626","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 7/23/2013 ]"
3832,"20131108","Foods not protected from contamination  [ date violation corrected: 11/26/2013 ]"
3832,"20131108","Improper storage of equipment utensils or linens  [ date violation corrected: 11/26/2013 ]"
3832,"20131108","Unapproved or unmaintained equipment or utensils"
3832,"20131108","Unclean nonfood contact surfaces  [ date violation corrected: 11/26/2013 ]"
3832,"20131108","Permit license or inspection report not posted  [ date violation corrected: 11/26/2013 ]"
3832,"20131108","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 11/26/2013 ]"
3834,"20160328","Unclean or degraded floors walls or ceilings  [ date violation corrected: 4/5/2016 ]"
3834,"20160328","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 4/5/2016 ]"
3834,"20160328","Unclean nonfood contact surfaces  [ date violation corrected: 4/5/2016 ]"
3834,"20160328","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 4/5/2016 ]"
3834,"20160328","Inadequate food safety knowledge or lack of certified food safety manager"
3834,"20160328","High risk food holding temperature "
3834,"20150420","High risk food holding temperature   [ date violation corrected: 5/15/2015 ]"
3834,"20150420","Unclean or degraded floors walls or ceilings  [ date violation corrected: 5/15/2015 ]"
3834,"20150420","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 5/15/2015 ]"
3834,"20150420","Moderate risk vermin infestation  [ date violation corrected: 5/15/2015 ]"
3834,"20130910","Permit license or inspection report not posted  [ date violation corrected: 8/25/2014 ]"
3834,"20130910","Inadequate warewashing facilities or equipment  [ date violation corrected: 8/25/2014 ]"
3834,"20130910","Improper storage of equipment utensils or linens  [ date violation corrected: 8/25/2014 ]"
3834,"20130910","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 8/25/2014 ]"
3834,"20130910","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 8/25/2014 ]"
3838,"20150622","Unclean nonfood contact surfaces"
3838,"20150622","Wiping cloths not clean or properly stored or inadequate sanitizer"
3838,"20140430","High risk food holding temperature   [ date violation corrected: 4/30/2014 ]"
3838,"20131122","Moderate risk food holding temperature   [ date violation corrected: 11/22/2013 ]"
3838,"20131122","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 11/22/2013 ]"
3838,"20130523","Food in poor condition  [ date violation corrected: 6/4/2013 ]"
3838,"20130523","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 6/4/2013 ]"
3838,"20130523","Noncompliance with shell fish tags or display  [ date violation corrected: 6/4/2013 ]"
3838,"20130523","Unclean nonfood contact surfaces  [ date violation corrected: 6/4/2013 ]"
3839,"20160107","Low risk vermin infestation"
3839,"20160107","Food safety certificate or food handler card not available"
3839,"20160107","Wiping cloths not clean or properly stored or inadequate sanitizer"
3839,"20160107","Inadequate ventilation or lighting"
3839,"20160107","Unapproved or unmaintained equipment or utensils"
3839,"20131017","High risk food holding temperature   [ date violation corrected: 10/25/2013 ]"
3839,"20131017","Low risk vermin infestation  [ date violation corrected: 10/25/2013 ]"
3839,"20130424","High risk food holding temperature   [ date violation corrected: 5/1/2013 ]"
3839,"20130424","Permit license or inspection report not posted  [ date violation corrected: 5/1/2013 ]"
3839,"20130424","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 5/1/2013 ]"
3839,"20130424","Foods not protected from contamination  [ date violation corrected: 5/1/2013 ]"
3839,"20130424","High risk vermin infestation  [ date violation corrected: 5/1/2013 ]"
3846,"20150909","Unclean or degraded floors walls or ceilings"
3846,"20150909","Improper cooling methods"
3846,"20150909","Unclean or unsanitary food contact surfaces"
3846,"20150909","Inadequate ventilation or lighting"
3846,"20150909","Food safety certificate or food handler card not available"
3846,"20150909","Other low risk violation"
3846,"20150909","Unclean nonfood contact surfaces"
3846,"20140121","Moderate risk food holding temperature   [ date violation corrected: 1/21/2014 ]"
3846,"20130802","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 8/5/2013 ]"
3846,"20130802","Low risk vermin infestation  [ date violation corrected: 8/5/2013 ]"
3850,"20151117","Foods not protected from contamination  [ date violation corrected: 1/12/2016 ]"
3850,"20151117","Food safety certificate or food handler card not available  [ date violation corrected: 1/12/2016 ]"
3850,"20151117","Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 1/12/2016 ]"
3850,"20151117","High risk vermin infestation  [ date violation corrected: 1/12/2016 ]"
3850,"20151117","High risk food holding temperature   [ date violation corrected: 1/12/2016 ]"
3850,"20140506","Improper cooling methods  [ date violation corrected: 5/14/2014 ]"
3850,"20140506","Foods not protected from contamination  [ date violation corrected: 5/14/2014 ]"
3850,"20140506","High risk food holding temperature   [ date violation corrected: 5/14/2014 ]"
3850,"20131029","Foods not protected from contamination  [ date violation corrected: 5/6/2014 ]"
3850,"20131029","Inadequate warewashing facilities or equipment  [ date violation corrected: 5/6/2014 ]"
3850,"20131029","Improper cooling methods  [ date violation corrected: 5/6/2014 ]"
3850,"20131029","Unclean or unsanitary food contact surfaces  [ date violation corrected: 5/6/2014 ]"
3850,"20130520","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 7/5/2013 ]"
3850,"20130520","Low risk vermin infestation  [ date violation corrected: 7/5/2013 ]"
3850,"20130520","Improper food storage  [ date violation corrected: 6/21/2013 ]"
3850,"20130520","Moderate risk food holding temperature   [ date violation corrected: 6/21/2013 ]"
3850,"20130520","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 6/21/2013 ]"
3855,"20151229","Inadequate and inaccessible handwashing facilities"
3855,"20151229","Improper food storage"
3855,"20140917","Inadequate dressing rooms or improper storage of personal items  [ date violation corrected: 12/29/2015 ]"
3855,"20140917","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 12/29/2015 ]"
3855,"20140917","Improper storage of equipment utensils or linens  [ date violation corrected: 12/29/2015 ]"
3855,"20140917","Improper food storage  [ date violation corrected: 12/29/2015 ]"
3855,"20140917","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 12/29/2015 ]"
3855,"20140917","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 12/29/2015 ]"
3855,"20131122","Employee eating or smoking  [ date violation corrected: 9/17/2014 ]"
3855,"20131122","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 9/17/2014 ]"
3855,"20131122","Unclean or degraded floors walls or ceilings  [ date violation corrected: 9/17/2014 ]"
3858,"20150520","Inadequately cleaned or sanitized food contact surfaces"
3858,"20150520","Unclean or degraded floors walls or ceilings"
3858,"20150520","Moderate risk vermin infestation"
3858,"20150520","High risk food holding temperature "
3858,"20130920","Improper food storage  [ date violation corrected: 5/18/2015 ]"
3858,"20130920","Improper storage of equipment utensils or linens  [ date violation corrected: 5/18/2015 ]"
3858,"20130920","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 5/18/2015 ]"
3858,"20130920","Foods not protected from contamination  [ date violation corrected: 5/18/2015 ]"
3859,"20140522","Moderate risk food holding temperature "
3859,"20131007","Improper cooling methods  [ date violation corrected: 11/1/2013 ]"
3859,"20131007","High risk food holding temperature   [ date violation corrected: 11/1/2013 ]"
3861,"20140926","Inadequate food safety knowledge or lack of certified food safety manager"
3861,"20140926","Moderate risk vermin infestation"
3861,"20140926","Improper storage of equipment utensils or linens  [ date violation corrected: 9/26/2014 ]"
3861,"20140218","Improper storage of equipment utensils or linens  [ date violation corrected: 9/26/2014 ]"
3862,"20150313","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 3/13/2015 ]"
3862,"20150313","Unclean or degraded floors walls or ceilings"
3862,"20150304","Unclean or unsanitary food contact surfaces  [ date violation corrected: 3/13/2015 ]"
3862,"20150304","Inadequate ventilation or lighting  [ date violation corrected: 3/13/2015 ]"
3862,"20150304","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 3/13/2015 ]"
3862,"20150304","Improper or defective plumbing  [ date violation corrected: 3/13/2015 ]"
3862,"20150304","Unclean or degraded floors walls or ceilings  [ date violation corrected: 3/13/2015 ]"
3862,"20150304","Moderate risk vermin infestation  [ date violation corrected: 3/13/2015 ]"
3862,"20150304","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 3/13/2015 ]"
3862,"20131106","Unclean or degraded floors walls or ceilings  [ date violation corrected: 3/4/2015 ]"
3862,"20131106","Inadequate or unsanitary refuse containers or area or no garbage service  [ date violation corrected: 3/4/2015 ]"
3862,"20131106","Improper or defective plumbing  [ date violation corrected: 11/7/2013 ]"
3862,"20131106","Unclean nonfood contact surfaces  [ date violation corrected: 11/7/2013 ]"
3862,"20131106","High risk vermin infestation  [ date violation corrected: 11/7/2013 ]"
3862,"20131106","Unclean or unsanitary food contact surfaces  [ date violation corrected: 11/7/2013 ]"
3864,"20150311","Moderate risk food holding temperature "
3864,"20150311","High risk vermin infestation"
3864,"20150311","Unclean or degraded floors walls or ceilings"
3864,"20140602","Unclean or unsanitary food contact surfaces  [ date violation corrected: 3/11/2015 ]"
3864,"20140602","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 3/11/2015 ]"
3864,"20140602","High risk food holding temperature   [ date violation corrected: 3/11/2015 ]"
3864,"20140602","Food safety certificate or food handler card not available  [ date violation corrected: 3/11/2015 ]"
3864,"20140602","Unclean or degraded floors walls or ceilings  [ date violation corrected: 3/11/2015 ]"
3864,"20131118","Foods not protected from contamination  [ date violation corrected: 6/2/2014 ]"
3864,"20131118","Other low risk violation  [ date violation corrected: 6/2/2014 ]"
3864,"20131118","Unclean or degraded floors walls or ceilings  [ date violation corrected: 6/2/2014 ]"
3864,"20131118","Unclean nonfood contact surfaces  [ date violation corrected: 6/2/2014 ]"
3867,"20150922","Improper food storage"
3867,"20150624","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 8/6/2015 ]"
3867,"20150624","Foods not protected from contamination  [ date violation corrected: 8/6/2015 ]"
3867,"20150624","Moderate risk vermin infestation  [ date violation corrected: 8/6/2015 ]"
3867,"20150624","High risk food holding temperature   [ date violation corrected: 8/6/2015 ]"
3867,"20150624","Unclean or degraded floors walls or ceilings  [ date violation corrected: 8/6/2015 ]"
3867,"20140430","Foods not protected from contamination  [ date violation corrected: 5/29/2014 ]"
3867,"20140430","Improper storage of equipment utensils or linens  [ date violation corrected: 5/29/2014 ]"
3867,"20140430","Unclean or degraded floors walls or ceilings  [ date violation corrected: 5/29/2014 ]"
3867,"20140430","Low risk vermin infestation  [ date violation corrected: 5/29/2014 ]"
3867,"20130903","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 9/5/2013 ]"
3867,"20130903","Unclean or degraded floors walls or ceilings  [ date violation corrected: 9/5/2013 ]"
3867,"20130903","Improper thawing methods   [ date violation corrected: 9/5/2013 ]"
3867,"20130903","High risk vermin infestation  [ date violation corrected: 9/5/2013 ]"
3867,"20130903","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 9/5/2013 ]"
3868,"20160308","Moderate risk food holding temperature   [ date violation corrected: 3/23/2016 ]"
3868,"20150318","Low risk vermin infestation  [ date violation corrected: 3/8/2016 ]"
3868,"20150318","High risk food holding temperature   [ date violation corrected: 3/8/2016 ]"
3868,"20140429","Moderate risk food holding temperature   [ date violation corrected: 3/18/2015 ]"
3868,"20140429","Low risk vermin infestation  [ date violation corrected: 3/18/2015 ]"
3868,"20130923","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 10/1/2013 ]"
3868,"20130923","Unclean hands or improper use of gloves  [ date violation corrected: 10/1/2013 ]"
3869,"20160127","Unapproved or unmaintained equipment or utensils"
3869,"20160127","Wiping cloths not clean or properly stored or inadequate sanitizer"
3869,"20160127","Unclean or degraded floors walls or ceilings"
3869,"20140414","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 6/3/2014 ]"
3869,"20140414","Unclean or degraded floors walls or ceilings  [ date violation corrected: 6/3/2014 ]"
3869,"20130719","Unclean or degraded floors walls or ceilings  [ date violation corrected: 4/14/2014 ]"
3869,"20130719","Permit license or inspection report not posted  [ date violation corrected: 8/8/2013 ]"
3869,"20130719","High risk food holding temperature   [ date violation corrected: 8/8/2013 ]"
3869,"20130719","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 8/8/2013 ]"
3869,"20130719","Foods not protected from contamination  [ date violation corrected: 8/8/2013 ]"
3870,"20151119","Low risk vermin infestation"
3870,"20151119","Inadequately cleaned or sanitized food contact surfaces"
3870,"20151119","Moderate risk food holding temperature "
3870,"20151119","Unclean nonfood contact surfaces"
3870,"20151119","Improper cooling methods"
3870,"20140828","High risk food holding temperature   [ date violation corrected: 11/30/2015 ]"
3870,"20140828","Unclean or degraded floors walls or ceilings  [ date violation corrected: 11/30/2015 ]"
3870,"20140327","High risk food holding temperature   [ date violation corrected: 4/14/2014 ]"
3870,"20140327","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 8/17/2014 ]"
3870,"20130820","Improper food storage  [ date violation corrected: 8/29/2013 ]"
3870,"20130820","Low risk vermin infestation  [ date violation corrected: 8/29/2013 ]"
3870,"20130820","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 8/29/2013 ]"
3870,"20130820","High risk food holding temperature   [ date violation corrected: 8/29/2013 ]"
3871,"20151119","Inadequate food safety knowledge or lack of certified food safety manager"
3871,"20151119","Inadequately cleaned or sanitized food contact surfaces"
3871,"20140226","No hot water or running water  [ date violation corrected: 2/27/2014 ]"
3871,"20140226","Improper food storage  [ date violation corrected: 10/26/2015 ]"
3871,"20130604","No hot water or running water  [ date violation corrected: 2/26/2014 ]"
3871,"20130604","Improper storage of equipment utensils or linens  [ date violation corrected: 2/26/2014 ]"
3875,"20150514","Moderate risk food holding temperature "
3875,"20150514","Foods not protected from contamination"
3875,"20150514","Inadequately cleaned or sanitized food contact surfaces"
3875,"20140429","Improper or defective plumbing  [ date violation corrected: 5/14/2015 ]"
3875,"20140429","Improper cooling methods  [ date violation corrected: 5/14/2015 ]"
3875,"20140429","Unclean nonfood contact surfaces  [ date violation corrected: 5/14/2015 ]"
3875,"20140429","Moderate risk food holding temperature   [ date violation corrected: 5/14/2015 ]"
3875,"20140429","Improper food storage  [ date violation corrected: 5/14/2015 ]"
3875,"20131004","Moderate risk food holding temperature   [ date violation corrected: 4/29/2014 ]"
3877,"20141021","High risk food holding temperature   [ date violation corrected: 10/21/2014 ]"
3877,"20131003","Insufficient hot water or running water  [ date violation corrected: 10/7/2013 ]"
3877,"20131003","Foods not protected from contamination  [ date violation corrected: 10/3/2013 ]"
3881,"20141223","Improper thawing methods "
3881,"20141223","Unclean nonfood contact surfaces"
3881,"20141223","Foods not protected from contamination"
3881,"20141223","Moderate risk food holding temperature "
3881,"20140326","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 7/31/2014 ]"
3881,"20140326","Unclean nonfood contact surfaces  [ date violation corrected: 7/31/2014 ]"
3881,"20140326","Foods not protected from contamination  [ date violation corrected: 4/22/2014 ]"
3881,"20140326","High risk food holding temperature   [ date violation corrected: 4/22/2014 ]"
3881,"20130729","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 9/17/2013 ]"
3881,"20130729","Unclean nonfood contact surfaces  [ date violation corrected: 9/17/2013 ]"
3881,"20130729","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 9/17/2013 ]"
3881,"20130729","Improper or defective plumbing  [ date violation corrected: 9/17/2013 ]"
3881,"20130729","Unclean or degraded floors walls or ceilings  [ date violation corrected: 9/17/2013 ]"
3885,"20141210","Contaminated or adulterated food  [ date violation corrected: 12/30/2014 ]"
3885,"20141210","Unclean hands or improper use of gloves  [ date violation corrected: 12/30/2014 ]"
3885,"20141210","High risk vermin infestation  [ date violation corrected: 12/30/2014 ]"
3885,"20140114","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 1/14/2014 ]"
3885,"20140114","Improper food storage  [ date violation corrected: 1/14/2014 ]"
3885,"20140114","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 1/14/2014 ]"
3885,"20140114","Low risk vermin infestation  [ date violation corrected: 1/27/2014 ]"
3885,"20130509","Unclean nonfood contact surfaces  [ date violation corrected: 8/5/2013 ]"
3885,"20130509","Inadequate ventilation or lighting  [ date violation corrected: 8/14/2013 ]"
3885,"20130509","No thermometers or uncalibrated thermometers   [ date violation corrected: 8/5/2013 ]"
3885,"20130509","Unclean or degraded floors walls or ceilings  [ date violation corrected: 1/14/2014 ]"
3888,"20140512","Wiping cloths not clean or properly stored or inadequate sanitizer"
3888,"20140512","Unclean nonfood contact surfaces"
3888,"20140512","Unclean unmaintained or improperly constructed toilet facilities"
3888,"20140512","Worker safety hazards"
3892,"20150203","Improper food storage"
3892,"20150203","Unclean nonfood contact surfaces"
3892,"20150203","Inadequate dressing rooms or improper storage of personal items"
3892,"20150203","Unapproved or unmaintained equipment or utensils"
3892,"20150203","Unclean unmaintained or improperly constructed toilet facilities"
3892,"20140305","Moderate risk food holding temperature   [ date violation corrected: 2/2/2015 ]"
3892,"20140305","Inadequate procedures or records for time as a public health control   [ date violation corrected: 2/2/2015 ]"
3895,"20150901","Low risk vermin infestation"
3895,"20150821","Moderate risk vermin infestation  [ date violation corrected: 9/1/2015 ]"
3895,"20150818","High risk vermin infestation  [ date violation corrected: 8/21/2015 ]"
3895,"20150818","Improper cooling methods  [ date violation corrected: 8/21/2015 ]"
3895,"20150818","Unclean or unsanitary food contact surfaces  [ date violation corrected: 8/21/2015 ]"
3895,"20150818","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 9/1/2015 ]"
3895,"20150818","Moderate risk food holding temperature   [ date violation corrected: 8/21/2015 ]"
3895,"20150818","Unclean or degraded floors walls or ceilings  [ date violation corrected: 8/21/2015 ]"
3895,"20150818","Contaminated or adulterated food  [ date violation corrected: 8/21/2015 ]"
3895,"20140715","Unclean or degraded floors walls or ceilings  [ date violation corrected: 7/30/2014 ]"
3895,"20140715","Unclean or unsanitary food contact surfaces  [ date violation corrected: 7/15/2014 ]"
3895,"20140715","High risk vermin infestation  [ date violation corrected: 7/15/2014 ]"
3895,"20140715","Foods not protected from contamination  [ date violation corrected: 7/30/2014 ]"
3895,"20140715","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 8/18/2015 ]"
3895,"20131002","Foods not protected from contamination  [ date violation corrected: 10/2/2013 ]"
3895,"20131002","Noncompliance with Cottage Food Operation  [ date violation corrected: 7/15/2014 ]"
3895,"20131002","Inadequate dressing rooms or improper storage of personal items  [ date violation corrected: 7/15/2014 ]"
3895,"20131002","Inadequate or unsanitary refuse containers or area or no garbage service  [ date violation corrected: 7/15/2014 ]"
3895,"20131002","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 7/15/2014 ]"
3895,"20131002","Improper storage of equipment utensils or linens  [ date violation corrected: 7/15/2014 ]"
3895,"20131002","Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 7/15/2014 ]"
3896,"20140328","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 3/11/2015 ]"
3896,"20140328","Permit license or inspection report not posted  [ date violation corrected: 3/11/2015 ]"
3896,"20140328","Unclean or degraded floors walls or ceilings  [ date violation corrected: 3/11/2015 ]"
3896,"20130612","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 3/28/2014 ]"
3896,"20130612","Unclean or degraded floors walls or ceilings  [ date violation corrected: 3/28/2014 ]"
3898,"20151002","Unapproved or unmaintained equipment or utensils"
3898,"20151002","Foods not protected from contamination"
3898,"20151002","High risk food holding temperature "
3898,"20151002","Wiping cloths not clean or properly stored or inadequate sanitizer"
3898,"20130920","Foods not protected from contamination  [ date violation corrected: 10/1/2015 ]"
3898,"20130920","Improper cooling methods  [ date violation corrected: 10/1/2015 ]"
3898,"20130920","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 10/1/2015 ]"
3898,"20130920","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 10/1/2015 ]"
3899,"20150831","Moderate risk vermin infestation"
3899,"20150120","Inadequate procedures or records for time as a public health control   [ date violation corrected: 8/31/2015 ]"
3899,"20150120","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 8/31/2015 ]"
3899,"20150120","Unclean nonfood contact surfaces  [ date violation corrected: 8/31/2015 ]"
3899,"20150120","Moderate risk vermin infestation  [ date violation corrected: 8/31/2015 ]"
3899,"20140307","Improper food storage  [ date violation corrected: 1/20/2015 ]"
3899,"20140307","Improper cooling methods  [ date violation corrected: 1/20/2015 ]"
3899,"20140214","Unclean or degraded floors walls or ceilings  [ date violation corrected: 1/20/2015 ]"
3899,"20140214","Moderate risk food holding temperature   [ date violation corrected: 1/20/2015 ]"
3899,"20140214","Moderate risk vermin infestation  [ date violation corrected: 1/20/2015 ]"
3899,"20140214","Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 1/20/2015 ]"
3899,"20140214","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 3/7/2014 ]"
3899,"20140214","Foods not protected from contamination  [ date violation corrected: 3/7/2014 ]"
3899,"20130425","Unclean or degraded floors walls or ceilings  [ date violation corrected: 6/4/2013 ]"
3899,"20130425","Moderate risk food holding temperature   [ date violation corrected: 6/4/2013 ]"
3899,"20130425","Moderate risk vermin infestation  [ date violation corrected: 6/4/2013 ]"
3902,"20151029","High risk vermin infestation  [ date violation corrected: 11/3/2015 ]"
3902,"20151029","Unclean nonfood contact surfaces  [ date violation corrected: 11/3/2015 ]"
3902,"20151029","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 11/3/2015 ]"
3902,"20150302","Unclean or degraded floors walls or ceilings  [ date violation corrected: 10/29/2015 ]"
3902,"20150302","Foods not protected from contamination  [ date violation corrected: 10/29/2015 ]"
3902,"20140905","Foods not protected from contamination  [ date violation corrected: 3/2/2015 ]"
3902,"20140123","Unclean or unsanitary food contact surfaces  [ date violation corrected: 9/5/2014 ]"
3902,"20140123","Moderate risk food holding temperature   [ date violation corrected: 9/5/2014 ]"
3910,"20140318","Unclean or degraded floors walls or ceilings"
3910,"20140318","Improper or defective plumbing"
3910,"20140318","Improper food storage"
3910,"20140318","Unapproved or unmaintained equipment or utensils"
3910,"20130808","Moderate risk food holding temperature   [ date violation corrected: 9/4/2013 ]"
3910,"20130808","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 9/4/2013 ]"
3910,"20130808","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 9/4/2013 ]"
3910,"20130808","Unclean or degraded floors walls or ceilings  [ date violation corrected: 9/4/2013 ]"
3911,"20160104","Unclean or degraded floors walls or ceilings"
3911,"20160104","Unapproved or unmaintained equipment or utensils"
3911,"20160104","Unclean nonfood contact surfaces"
3911,"20150303","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 12/28/2015 ]"
3911,"20150303","Inadequate or unsanitary refuse containers or area or no garbage service  [ date violation corrected: 12/28/2015 ]"
3911,"20140811","Unclean nonfood contact surfaces  [ date violation corrected: 3/3/2015 ]"
3911,"20140811","Unclean or degraded floors walls or ceilings  [ date violation corrected: 3/3/2015 ]"
3911,"20140130","Improper or defective plumbing  [ date violation corrected: 8/4/2014 ]"
3911,"20130508","Inadequate sewage or wastewater disposal  [ date violation corrected: 1/30/2014 ]"
3911,"20130508","Inadequate ventilation or lighting  [ date violation corrected: 1/30/2014 ]"
3920,"20141107","Improper storage of equipment utensils or linens"
3920,"20141107","Inadequate ventilation or lighting"
3920,"20141107","Permit license or inspection report not posted"
3920,"20140402","Improper or defective plumbing  [ date violation corrected: 11/7/2014 ]"
3920,"20140402","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 11/7/2014 ]"
3920,"20131015","Permit license or inspection report not posted  [ date violation corrected: 4/2/2014 ]"
3920,"20131015","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 4/2/2014 ]"
3920,"20131015","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 4/2/2014 ]"
3924,"20160330","High risk food holding temperature   [ date violation corrected: 3/30/2016 ]"
3924,"20160330","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 4/1/2016 ]"
3924,"20160330","Permit license or inspection report not posted  [ date violation corrected: 3/30/2016 ]"
3924,"20140826","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 3/30/2016 ]"
3924,"20140304","Moderate risk food holding temperature   [ date violation corrected: 8/26/2014 ]"
3924,"20140304","Foods not protected from contamination  [ date violation corrected: 8/26/2014 ]"
3924,"20140304","Permit license or inspection report not posted  [ date violation corrected: 8/26/2014 ]"
3926,"20160304","Improper storage of equipment utensils or linens"
3926,"20160304","Unapproved or unmaintained equipment or utensils"
